row_id;country;is_urban;age;female;married;religion;relationship_to_hh_head;education_level;can_calc_percents;employment_type_last_year;income_government_last_year;income_own_business_last_year;num_times_borrowed_last_year;advanced_phone_use;active_bank_user;cash_property_savings;has_insurance;;borrowed_for_emergency_last_year;borrowed_for_daily_expenses_last_year;can_call;can_text;can_use_internet;can_make_transaction;phone_ownership;has_investment;formal_savings (Y)
65;C;False;39;True;True;P;Spouse;2;False;not_working;False;False;1;False;True;False;True;;False;False;True;False;False;False;2;False;False
66;C;False;24;False;False;P;Head;1;True;irregular_seasonal;False;True;0;False;True;False;True;;False;False;True;False;False;False;2;False;True
67;D;False;37;True;False;Q;Head;0;True;self_employed;False;True;0;False;True;False;False;;False;False;True;False;False;False;2;True;True
68;J;False;46;True;False;X;Head;0;False;irregular_seasonal;False;False;0;False;False;True;False;;False;False;False;False;False;False;1;False;False
69;I;True;25;True;False;Q;Son/Daughter;2;False;not_working;False;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
70;J;False;40;True;True;X;Head;0;False;not_working;False;False;1;False;False;True;False;;False;True;False;False;False;False;1;False;False
71;A;False;67;False;True;P;Head;0;True;irregular_seasonal;False;False;1;False;False;False;False;;False;True;True;True;False;False;2;False;False
72;D;True;38;False;False;X;Head;1;True;self_employed;False;False;3;False;False;False;True;;False;False;True;True;False;False;2;False;False
73;F;True;29;True;True;X;Spouse;2;False;self_employed;False;True;0;False;False;True;False;;False;False;True;False;False;False;0;True;False
74;A;False;41;False;True;Q;Head;3;True;self_employed;False;True;0;False;True;False;True;;False;False;True;True;True;True;2;True;False
75;C;True;55;False;True;P;Head;1;True;salaried;False;False;0;False;False;False;False;;False;False;False;False;False;False;0;True;True
76;D;False;73;False;True;Q;Head;1;False;salaried;True;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
77;C;False;56;True;True;P;Spouse;0;True;not_working;False;False;0;False;True;False;True;;False;False;False;False;False;False;1;False;False
78;A;False;24;False;False;Q;Son/Daughter;3;True;not_working;False;False;1;True;False;False;False;;False;False;True;True;True;False;2;False;False
79;G;False;16;True;False;X;Son/Daughter;2;False;not_working;False;False;0;False;True;False;True;;False;False;False;False;False;False;1;False;True
80;F;False;15;True;False;X;Son/Daughter;2;False;not_working;False;False;2;False;False;False;False;;False;True;False;False;False;False;0;False;False
81;I;True;25;True;True;Q;Spouse;2;True;not_working;False;False;0;True;False;False;False;;False;False;True;True;True;False;2;False;False
82;J;False;24;True;True;X;Spouse;2;True;not_working;False;False;3;False;False;True;False;;True;True;True;True;False;False;2;False;True
83;I;True;36;False;True;Q;Head;2;False;salaried;False;False;0;True;False;True;False;;False;False;True;True;True;True;2;False;False
84;D;True;43;False;False;Q;Head;1;False;irregular_seasonal;False;False;1;False;False;False;False;;False;False;True;True;False;True;0;False;False
85;I;True;50;True;True;Q;Spouse;1;True;not_working;False;False;1;False;False;True;False;;True;False;False;False;False;False;0;False;False
86;J;False;17;False;False;X;Son/Daughter;2;True;not_working;False;False;0;False;False;True;False;;False;False;False;False;False;False;0;False;False
87;I;False;45;False;True;Q;Head;2;True;self_employed;False;True;1;False;False;True;False;;True;True;True;True;True;False;0;True;False
88;F;False;19;True;True;Q;Father/Mother;1;False;self_employed;False;False;1;False;False;True;False;;False;False;False;False;False;False;2;True;False
89;G;False;44;True;True;X;Spouse;1;True;not_working;False;False;0;False;False;True;False;;False;False;True;True;False;False;0;True;True
90;A;False;36;True;True;Q;Spouse;2;True;not_working;False;False;0;False;False;True;False;;False;False;True;False;False;False;2;False;False
91;C;False;35;True;True;P;Spouse;2;True;not_working;False;False;0;False;True;False;True;;False;False;True;False;False;False;2;False;True
92;A;False;59;False;True;P;Head;1;False;irregular_seasonal;False;True;0;False;False;True;False;;False;False;True;False;False;False;2;True;False
93;D;False;20;True;False;X;Spouse;1;False;irregular_seasonal;False;True;3;False;False;True;False;;False;False;False;False;False;False;0;True;False
94;A;False;31;True;True;Q;Spouse;1;False;not_working;False;False;0;False;False;False;True;;False;False;False;False;False;False;0;False;True
95;G;True;28;False;True;X;Head;2;True;irregular_seasonal;False;False;1;True;False;True;False;;True;False;True;True;True;True;2;False;True
96;J;False;26;True;True;X;Spouse;1;False;irregular_seasonal;False;False;2;False;False;True;False;;True;True;False;False;False;False;0;False;False
97;D;True;37;True;True;Q;Head;1;True;self_employed;False;True;0;True;False;True;False;;False;False;True;False;False;True;2;False;True
98;G;True;21;True;False;X;Son/Daughter;3;False;not_working;False;False;3;True;False;True;False;;True;True;True;True;True;True;2;False;False
99;A;True;31;True;True;Q;Spouse;1;False;not_working;False;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
100;G;False;20;True;True;X;Spouse;2;False;self_employed;False;True;0;False;False;True;False;;False;False;True;True;False;True;1;True;False
101;D;False;31;True;True;X;Spouse;1;True;irregular_seasonal;False;False;0;False;False;False;False;;False;False;False;False;False;False;1;False;False
102;D;True;55;True;True;Q;Spouse;0;False;irregular_seasonal;False;True;2;False;False;True;False;;True;True;False;False;False;False;2;True;False
103;D;False;35;True;True;X;Head;0;True;self_employed;False;True;0;False;False;True;False;;False;False;False;False;False;False;2;True;False
104;A;False;17;False;False;Q;Sister/Brother;2;False;not_working;False;False;0;True;False;False;False;;False;False;True;True;False;False;1;False;False
105;C;True;19;True;True;P;Other;1;False;not_working;False;False;0;False;False;False;False;;False;False;True;False;False;False;1;False;False
106;J;False;29;False;True;X;Head;1;True;irregular_seasonal;False;False;1;False;False;False;False;;True;False;True;False;False;False;1;False;False
107;I;True;34;True;True;Q;Spouse;0;False;salaried;True;False;1;False;False;True;False;;True;True;True;True;False;False;2;False;False
108;D;True;36;True;True;Q;Spouse;1;True;not_working;False;False;0;False;False;True;False;;False;False;False;False;False;False;2;False;False
109;G;True;33;True;False;X;Head;2;True;salaried;False;False;0;True;False;False;True;;False;False;True;True;True;True;2;False;True
110;G;False;25;True;True;X;Spouse;2;True;not_working;False;True;0;False;False;False;False;;False;False;True;True;False;True;2;True;True
111;J;False;37;True;True;X;Spouse;1;False;irregular_seasonal;False;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
112;I;True;18;True;False;Q;Son/Daughter;3;True;not_working;False;False;0;True;False;True;False;;False;False;True;True;True;False;2;False;False
113;J;False;15;False;False;X;Son/Daughter;;True;not_working;False;False;0;False;False;False;False;;False;False;False;False;False;False;0;False;False
114;D;False;65;True;False;X;Head;0;True;irregular_seasonal;False;False;1;False;False;False;False;;True;True;False;False;False;False;2;False;False
115;A;False;35;False;True;Q;Head;1;False;other;False;False;0;False;False;False;False;;False;True;True;False;False;False;2;False;False
116;J;False;87;False;False;X;Head;1;True;other;False;False;0;False;False;False;False;;False;False;False;False;False;False;0;False;False
117;G;True;31;False;True;Q;Spouse;2;True;self_employed;False;True;3;True;False;True;False;;True;True;True;True;True;True;2;True;True
118;G;False;63;False;True;X;Head;1;False;irregular_seasonal;False;False;0;False;False;False;False;;False;False;True;False;True;False;2;False;False
119;C;True;70;False;False;P;Head;1;True;not_working;True;False;0;False;False;False;False;;False;False;False;False;False;False;2;False;False
120;J;True;33;False;True;X;Head;2;False;self_employed;False;True;2;True;False;True;False;;True;False;True;False;True;True;2;True;False
121;G;False;21;False;False;X;Head;3;False;other;False;True;0;True;True;False;True;;False;False;True;True;True;True;2;False;True
122;G;True;39;True;False;X;Head;2;False;self_employed;False;True;1;False;False;True;False;;True;False;True;True;False;False;2;False;True
123;F;False;27;True;True;Q;Spouse;2;True;not_working;False;True;0;False;False;False;False;;False;False;True;False;False;False;2;True;False
124;I;False;25;True;True;Q;Spouse;0;True;irregular_seasonal;False;False;0;False;False;True;False;;False;False;True;False;False;False;1;False;False
125;C;True;35;True;True;Q;Spouse;1;False;not_working;False;False;0;False;False;False;False;;False;False;True;True;False;False;2;False;False
126;D;False;40;True;True;X;Spouse;1;False;other;False;True;3;False;False;True;False;;False;True;False;True;False;False;2;True;True
127;J;False;23;True;True;X;Spouse;1;False;irregular_seasonal;False;False;3;False;False;False;False;;True;True;True;False;False;False;0;False;False
128;A;False;41;True;True;Q;Spouse;0;False;not_working;False;False;0;False;False;False;False;;False;False;True;False;False;False;0;False;False
129;I;False;60;True;False;Q;Father/Mother;0;False;not_working;False;False;1;False;False;True;False;;False;False;True;False;False;False;2;False;False
130;D;False;35;True;True;N;Spouse;0;False;other;False;False;0;False;False;False;False;;False;False;True;False;False;False;0;False;False
131;F;True;50;False;True;Q;Head;2;False;salaried;False;False;0;True;True;False;False;;False;False;True;True;False;False;2;False;True
132;F;False;55;True;True;Q;Son/Daughter;2;True;not_working;False;False;2;False;False;False;False;;False;False;False;False;False;False;0;False;False
133;C;False;30;False;True;P;Head;1;False;other;False;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
134;G;False;60;True;True;X;Spouse;1;True;self_employed;False;True;3;False;False;False;False;;False;True;False;False;False;False;2;True;False
135;C;False;20;True;False;P;Son/Daughter;2;True;not_working;False;False;0;False;False;False;False;;False;False;True;False;False;False;1;False;False
136;A;True;41;False;True;Q;Head;0;True;other;False;False;1;False;False;False;False;;False;False;True;False;False;False;2;False;False
137;I;False;40;False;True;O;Head;0;False;irregular_seasonal;True;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
138;A;False;46;False;True;Q;Head;2;True;self_employed;False;False;0;False;True;True;False;;False;False;True;False;False;True;2;True;True
139;A;False;39;False;True;Q;Head;1;False;self_employed;False;True;0;False;False;False;False;;False;False;True;False;False;False;2;True;False
140;C;True;61;False;True;P;Father/Mother;2;True;not_working;False;False;1;True;True;True;True;;True;False;False;False;False;True;2;True;True
141;J;False;26;True;False;Q;Son/Daughter;2;True;irregular_seasonal;False;False;1;True;False;True;False;;False;False;True;False;False;False;2;False;True
142;A;True;41;False;True;Q;Head;2;True;salaried;False;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
143;F;False;30;True;True;Q;Spouse;0;False;not_working;False;False;0;False;False;False;False;;False;False;False;False;False;False;0;False;False
144;G;True;46;False;False;X;Head;1;True;irregular_seasonal;False;False;0;False;True;True;True;;False;False;True;True;False;True;2;False;True
145;A;False;30;True;True;Q;Spouse;1;True;not_working;False;False;1;False;False;False;True;;False;True;True;False;False;False;2;False;True
146;C;False;45;False;True;O;Head;0;False;salaried;False;False;3;False;False;False;False;;True;False;False;False;False;False;0;False;False
147;D;False;47;False;True;X;Head;1;False;irregular_seasonal;False;False;1;False;False;True;True;;False;False;True;True;False;True;2;True;True
148;A;False;35;True;True;Q;Spouse;2;False;not_working;False;False;1;True;False;False;False;;True;False;True;False;False;False;2;False;False
149;I;True;60;True;True;Q;Spouse;0;False;not_working;False;False;1;False;False;False;False;;False;True;True;False;False;False;2;False;False
150;J;False;23;False;True;X;Head;1;False;irregular_seasonal;False;False;0;False;False;False;False;;False;False;True;True;False;False;0;False;False
151;I;False;60;True;True;Q;Father/Mother;0;False;not_working;False;False;0;False;False;True;False;;False;False;False;False;False;False;0;False;False
152;J;True;60;True;False;X;Head;1;True;self_employed;False;True;0;True;True;False;False;;False;False;True;True;False;False;2;True;True
153;I;False;19;True;False;Q;Son/Daughter;2;False;not_working;False;False;0;False;False;True;False;;False;False;True;True;False;False;0;False;False
154;G;True;17;True;False;X;Son/Daughter;2;True;other;False;False;0;False;False;True;False;;False;False;True;True;False;False;2;False;False
155;D;False;45;True;False;Q;Father/Mother;0;False;self_employed;False;False;0;True;False;False;True;;False;False;True;False;False;False;2;False;False
156;D;False;37;True;True;X;Unknown;1;False;other;False;False;0;True;False;False;False;;False;False;False;True;False;False;2;False;False
157;I;True;31;False;True;Q;Head;2;False;self_employed;False;True;0;False;False;False;False;;False;False;False;True;False;False;2;False;False
158;G;False;31;True;False;Q;Head;1;False;self_employed;False;True;0;False;False;True;False;;False;False;True;False;False;False;1;False;False
159;J;False;72;True;True;X;Head;0;True;irregular_seasonal;False;False;2;False;False;False;False;;True;True;False;False;False;False;0;False;False
160;I;False;50;False;True;Q;Head;2;False;salaried;False;False;1;True;False;False;False;;False;True;True;True;False;False;2;False;False
161;G;False;56;False;True;N;Head;1;False;self_employed;False;True;0;False;False;True;False;;False;False;False;False;False;False;1;True;False
162;D;False;19;False;False;Q;Other;2;False;not_working;False;True;0;True;False;False;False;;False;False;True;True;False;True;2;False;False
163;J;False;29;True;False;X;Head;1;False;irregular_seasonal;False;True;2;True;False;True;False;;True;True;True;True;False;False;2;True;True
164;C;True;35;True;True;P;Spouse;1;False;not_working;False;False;0;False;False;False;True;;False;False;True;False;False;False;1;False;False
165;G;False;35;False;True;X;Head;1;True;self_employed;False;True;2;True;True;False;True;;False;False;True;True;False;True;2;False;False
166;J;False;23;False;False;X;Son/Daughter;1;False;irregular_seasonal;False;False;2;True;False;True;False;;True;False;True;True;False;True;2;True;True
167;D;True;55;True;True;Q;Head;0;False;not_working;False;False;2;False;False;True;False;;False;False;True;False;False;False;0;False;False
168;C;False;38;True;False;P;Head;2;True;irregular_seasonal;False;False;0;False;True;False;False;;False;False;True;False;False;False;0;False;True
169;J;True;54;True;False;X;Head;1;True;irregular_seasonal;False;False;0;False;False;False;False;;False;False;False;False;False;False;0;False;False
170;D;False;22;True;True;X;Spouse;1;True;self_employed;False;True;1;False;False;True;False;;True;True;True;False;False;True;0;False;True
171;C;False;35;False;True;P;Head;1;False;salaried;False;False;1;False;True;False;False;;False;False;True;False;False;False;2;False;False
172;F;True;35;False;False;Q;Son/Daughter;2;False;not_working;False;False;0;False;False;True;False;;False;False;True;True;True;True;2;True;True
173;I;False;41;False;True;Q;Head;2;False;self_employed;False;True;0;True;True;False;False;;False;False;True;True;True;False;2;True;False
174;A;True;51;True;True;Q;Head;0;False;not_working;False;False;0;False;False;False;False;;False;False;True;False;False;False;0;False;False
175;D;True;22;True;False;Q;Spouse;1;True;not_working;False;False;1;False;False;False;False;;False;True;False;True;False;False;2;False;False
176;C;False;33;True;False;P;Son/Daughter;0;True;other;False;False;1;False;False;False;False;;False;False;False;False;False;False;0;False;False
177;J;False;30;False;True;X;Head;2;False;self_employed;False;False;1;False;False;False;False;;False;False;True;True;False;True;2;False;True
178;G;False;33;False;True;X;Head;1;True;irregular_seasonal;True;True;0;False;True;False;False;;False;False;True;False;False;True;2;True;True
179;D;True;22;False;False;X;Head;2;True;salaried;False;False;0;False;False;False;False;;False;False;True;True;True;True;2;False;True
180;F;True;38;True;False;X;Head;2;False;self_employed;False;True;1;False;False;True;False;;True;False;True;True;False;False;2;True;False
181;F;True;36;True;True;X;Father/Mother;1;False;self_employed;False;True;0;False;False;False;False;;False;False;True;False;False;False;2;True;False
182;A;False;30;True;True;Q;Spouse;2;True;not_working;False;False;0;False;True;False;False;;False;False;True;False;False;False;2;False;True
183;F;False;32;True;True;X;Spouse;1;False;self_employed;False;True;1;False;False;False;False;;False;False;False;False;False;False;1;True;False
184;I;False;27;True;True;Q;Spouse;0;False;not_working;False;False;0;False;False;True;False;;False;False;True;False;False;False;1;False;False
185;G;False;57;False;True;X;Head;2;True;salaried;False;False;2;False;True;False;True;;False;False;True;True;True;True;2;False;True
186;C;True;40;False;True;Q;Head;0;False;self_employed;False;True;1;False;True;False;False;;True;False;False;False;False;False;2;False;False
187;G;False;15;True;False;X;Sister/Brother;1;False;not_working;False;True;0;False;False;True;False;;False;False;True;False;False;False;1;False;False
188;I;False;18;False;True;Q;Head;1;False;self_employed;False;True;0;False;False;True;False;;False;False;False;False;False;False;2;True;False
189;D;True;24;False;False;X;Head;2;False;irregular_seasonal;False;True;2;False;False;True;False;;False;False;True;True;False;False;1;False;False
190;I;False;44;False;True;Q;Son/Daughter;2;True;salaried;False;False;0;True;True;False;False;;False;False;True;True;False;False;2;True;True
191;I;False;20;False;False;Q;Son/Daughter;2;False;not_working;False;False;0;False;False;False;False;;False;False;True;True;False;False;2;False;False
192;D;False;19;True;False;X;Other;1;False;self_employed;False;False;0;True;False;False;False;;False;False;True;True;False;False;2;True;False
193;A;True;26;True;True;Q;Spouse;1;True;self_employed;False;True;1;False;False;True;True;;True;False;True;True;False;True;2;True;True
194;J;True;31;True;True;X;Spouse;1;False;irregular_seasonal;False;False;0;False;False;True;False;;True;True;True;False;False;False;2;False;False
195;J;False;19;False;False;X;Son/Daughter;2;True;not_working;False;False;1;False;False;False;False;;True;False;True;True;False;True;2;False;False
196;D;False;32;True;True;Q;Other;0;False;self_employed;False;True;0;False;False;False;True;;False;False;True;False;False;False;1;False;False
197;F;False;32;True;True;Q;Spouse;;False;other;False;False;1;False;False;False;False;;True;False;False;False;False;False;0;False;False
198;G;True;59;False;True;X;Head;1;False;self_employed;False;True;1;False;False;False;False;;False;False;False;False;False;False;0;False;False
199;I;True;54;False;True;Q;Head;2;False;self_employed;False;True;0;True;True;True;False;;False;False;True;False;True;False;2;True;False
200;A;True;51;True;True;Q;Spouse;0;False;not_working;False;True;1;False;False;True;False;;True;True;False;False;False;False;1;False;False
201;D;False;40;True;False;Q;Head;1;False;self_employed;False;False;0;True;False;True;False;;False;False;True;True;False;True;2;False;False
202;G;False;50;True;True;X;Spouse;1;True;self_employed;False;True;1;False;True;False;False;;True;False;True;False;False;True;2;True;True
203;F;False;23;False;False;Q;Son/Daughter;2;True;irregular_seasonal;False;True;2;True;False;True;False;;False;True;True;True;True;False;2;True;False
204;G;False;20;False;False;X;Head;2;False;other;False;False;3;True;False;True;True;;False;True;True;True;True;True;2;True;True
205;A;False;18;False;False;Q;Son/Daughter;1;False;irregular_seasonal;False;False;0;False;False;True;False;;False;False;True;False;False;False;1;False;False
206;A;False;30;True;True;Q;Spouse;0;False;not_working;False;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
207;G;True;20;False;False;Q;Sister/Brother;2;True;not_working;False;False;0;True;False;False;False;;False;False;True;True;True;True;2;False;True
208;G;False;35;False;True;X;Head;2;False;salaried;False;False;2;True;True;False;True;;False;True;True;True;True;True;2;False;True
209;A;True;36;True;True;Q;Spouse;1;False;not_working;False;False;0;False;False;False;False;;False;False;False;False;False;False;0;False;False
210;G;False;27;True;True;X;Spouse;2;True;self_employed;False;True;3;True;False;False;False;;True;True;True;True;True;True;2;False;False
211;C;False;60;True;True;Q;Head;0;False;not_working;False;False;0;False;False;False;False;;False;False;False;False;False;False;0;False;False
212;I;True;50;True;True;Q;Spouse;1;False;not_working;True;False;0;False;False;True;False;;False;False;True;False;False;False;2;False;False
213;I;False;32;False;True;Q;Head;2;True;salaried;False;False;0;True;False;False;False;;False;False;True;True;True;True;2;False;False
214;C;True;40;True;True;Q;Spouse;0;False;not_working;False;True;1;False;True;False;False;;False;False;True;False;False;False;1;True;True
215;J;True;24;True;False;O;Spouse;2;False;salaried;False;False;0;True;False;True;False;;False;False;True;True;True;True;2;True;True
216;A;False;34;False;True;Q;Head;2;False;self_employed;False;False;0;False;True;False;False;;False;False;True;True;False;False;2;False;True
217;F;False;20;True;False;Q;Son/Daughter;2;False;not_working;False;False;1;False;False;False;False;;False;False;False;False;False;False;2;False;False
218;C;False;60;True;True;P;Spouse;0;False;not_working;False;False;0;False;False;False;False;;False;False;True;False;False;False;2;False;False
219;C;False;35;True;True;P;Spouse;2;False;not_working;False;False;0;True;True;False;False;;False;False;True;True;True;False;2;False;False
220;J;False;20;True;False;X;Head;2;False;salaried;False;False;1;True;False;False;False;;True;True;True;True;False;True;2;False;False
221;C;False;17;False;False;P;Son/Daughter;2;True;not_working;True;False;0;False;True;False;True;;False;False;True;True;False;False;0;True;True
